sentence,video_name,video_path,exists,fps,frames,duration,width,height
i do not mean it,mean (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean (4).MP4,True,25.0,107.0,4.28,1920.0,1080.0
i do not mean it,mean (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean (5).MP4,True,25.0,173.0,6.92,1920.0,1080.0
i do not mean it,mean.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i do not mean it\mean.MP4,True,25.0,105.0,4.2,1920.0,1080.0
i dont agree,MVI_6494.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i dont agree\MVI_6494.MP4,True,25.0,100.0,4.0,1920.0,1080.0
i enjoyed a lot,enjoy (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoy (2).MP4,True,25.0,83.0,3.32,1920.0,1080.0
i enjoyed a lot,enjoy.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoy.MP4,True,25.0,71.0,2.84,1920.0,1080.0
i enjoyed a lot,enjoyed (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoyed (2).MP4,True,25.0,96.0,3.84,1920.0,1080.0
i enjoyed a lot,enjoyed (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoyed (3).MP4,True,25.0,112.0,4.48,1920.0,1080.0
i enjoyed a lot,enjoyed (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoyed (4).MP4,True,25.0,99.0,3.96,1920.0,1080.0
i enjoyed a lot,enjoyed.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i enjoyed a lot\enjoyed.MP4,True,25.0,94.0,3.76,1920.0,1080.0
i got hurt,got hurt (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt (2).MP4,True,25.0,95.0,3.8,1920.0,1080.0
i got hurt,got hurt (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt (3).MP4,True,25.0,106.0,4.24,1920.0,1080.0
i got hurt,got hurt (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt (4).MP4,True,25.0,95.0,3.8,1920.0,1080.0
i got hurt,got hurt (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt (5).MP4,True,25.0,120.0,4.8,1920.0,1080.0
i got hurt,got hurt.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i got hurt\got hurt.MP4,True,25.0,97.0,3.88,1920.0,1080.0
i like you i love you,love.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\love.MP4,True,25.0,97.0,3.88,1920.0,1080.0
i like you i love you,MVI_6207.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6207.MP4,True,25.0,76.0,3.04,1920.0,1080.0
i like you i love you,MVI_6505.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6505.MP4,True,25.0,76.0,3.04,1920.0,1080.0
i like you i love you,MVI_6682.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6682.MP4,True,25.0,79.0,3.16,1920.0,1080.0
i like you i love you,MVI_6814.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6814.MP4,True,25.0,97.0,3.88,1920.0,1080.0
i like you i love you,MVI_6956.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i like you i love you\MVI_6956.MP4,True,25.0,77.0,3.08,1920.0,1080.0
i need water,i need water 3.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 3.MP4,True,25.0,125.0,5.0,1920.0,1080.0
i need water,i need water 4.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 4.MP4,True,25.0,98.0,3.92,1920.0,1080.0
i need water,i need water 5.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 5.MP4,True,25.0,106.0,4.24,1920.0,1080.0
i need water,i need water 6.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 6.MP4,True,25.0,133.0,5.32,1920.0,1080.0
i need water,i need water 7.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i need water\i need water 7.MP4,True,25.0,131.0,5.24,1920.0,1080.0
i promise,promise (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise (2).MP4,True,25.0,109.0,4.36,1920.0,1080.0
i promise,promise (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise (3).MP4,True,25.0,94.0,3.76,1920.0,1080.0
i promise,promise (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise (4).MP4,True,25.0,95.0,3.8,1920.0,1080.0
i promise,promise (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise (5).MP4,True,25.0,91.0,3.64,1920.0,1080.0
i promise,promise.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i promise\promise.MP4,True,25.0,88.0,3.52,1920.0,1080.0
i really appreciate it,i really appreciate it (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (3).MP4,True,25.0,105.0,4.2,1920.0,1080.0
i really appreciate it,i really appreciate it (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (4).MP4,True,25.0,116.0,4.64,1920.0,1080.0
i really appreciate it,i really appreciate it (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (5).MP4,True,25.0,99.0,3.96,1920.0,1080.0
i really appreciate it,i really appreciate it (6).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (6).MP4,True,25.0,93.0,3.72,1920.0,1080.0
i really appreciate it,i really appreciate it (7).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i really appreciate it\i really appreciate it (7).MP4,True,25.0,90.0,3.6,1920.0,1080.0
i somehow got to know about it,somehow (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\somehow (2).MP4,True,25.0,104.0,4.16,1920.0,1080.0
i somehow got to know about it,somehow (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\somehow (3).MP4,True,25.0,149.0,5.96,1920.0,1080.0
i somehow got to know about it,somehow (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\somehow (4).MP4,True,25.0,146.0,5.84,1920.0,1080.0
i somehow got to know about it,somehow (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\somehow (5).MP4,True,25.0,122.0,4.88,1920.0,1080.0
i somehow got to know about it,somehow.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i somehow got to know about it\somehow.MP4,True,25.0,116.0,4.64,1920.0,1080.0
i was stopped by some one,MVI_6504.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\MVI_6504.MP4,True,25.0,121.0,4.84,1920.0,1080.0
i was stopped by some one,MVI_6955.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\MVI_6955.MP4,True,25.0,116.0,4.64,1920.0,1080.0
i was stopped by some one,stopped (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\stopped (2).MP4,True,25.0,129.0,5.16,1920.0,1080.0
i was stopped by some one,stopped (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\stopped (3).MP4,True,25.0,104.0,4.16,1920.0,1080.0
i was stopped by some one,stopped.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\i was stopped by some one\stopped.MP4,True,25.0,118.0,4.72,1920.0,1080.0
it does not make any difference to me,difference (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference (2).MP4,True,25.0,155.0,6.2,1920.0,1080.0
it does not make any difference to me,difference (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference (3).MP4,True,25.0,121.0,4.84,1920.0,1080.0
it does not make any difference to me,difference (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference (4).MP4,True,25.0,121.0,4.84,1920.0,1080.0
it does not make any difference to me,difference (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference (5).MP4,True,25.0,126.0,5.04,1920.0,1080.0
it does not make any difference to me,difference.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\it does not make any difference to me\difference.MP4,True,25.0,109.0,4.36,1920.0,1080.0
it was nice chatting with you,MVI_6107.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6107.MP4,True,25.0,135.0,5.4,1920.0,1080.0
it was nice chatting with you,MVI_6398.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6398.MP4,True,25.0,130.0,5.2,1920.0,1080.0
it was nice chatting with you,MVI_6542.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6542.MP4,True,25.0,126.0,5.04,1920.0,1080.0
it was nice chatting with you,MVI_6724.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6724.MP4,True,25.0,127.0,5.08,1920.0,1080.0
it was nice chatting with you,MVI_6853.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\it was nice chatting with you\MVI_6853.MP4,True,25.0,134.0,5.36,1920.0,1080.0
let him take time,time (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time (2).MP4,True,25.0,86.0,3.44,1920.0,1080.0
let him take time,time (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time (3).MP4,True,25.0,117.0,4.68,1920.0,1080.0
let him take time,time (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time (4).MP4,True,25.0,101.0,4.04,1920.0,1080.0
let him take time,time (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time (5).MP4,True,25.0,90.0,3.6,1920.0,1080.0
let him take time,time.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\let him take time\time.MP4,True,25.0,95.0,3.8,1920.0,1080.0
my name is xxxxxxxx,my name is xxxxxxxx (1).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (1).MP4,True,25.0,86.0,3.44,1920.0,1080.0
my name is xxxxxxxx,my name is xxxxxxxx (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (2).MP4,True,25.0,88.0,3.52,1920.0,1080.0
my name is xxxxxxxx,my name is xxxxxxxx (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (3).MP4,True,25.0,56.0,2.24,1920.0,1080.0
my name is xxxxxxxx,my name is xxxxxxxx (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (4).MP4,True,25.0,71.0,2.84,1920.0,1080.0
my name is xxxxxxxx,my name is xxxxxxxx (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\my name is xxxxxxxx\my name is xxxxxxxx (5).MP4,True,25.0,67.0,2.68,1920.0,1080.0
nice to meet you,nice to meet you (1).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (1).MP4,True,25.0,118.0,4.72,1920.0,1080.0
nice to meet you,nice to meet you (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (3).MP4,True,25.0,115.0,4.6,1920.0,1080.0
nice to meet you,nice to meet you (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (4).MP4,True,25.0,111.0,4.44,1920.0,1080.0
nice to meet you,nice to meet you (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (5).MP4,True,25.0,128.0,5.12,1920.0,1080.0
nice to meet you,nice to meet you (6).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\nice to meet you\nice to meet you (6).MP4,True,25.0,94.0,3.76,1920.0,1080.0
No need to worry dont worry,MVI_6496.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\No need to worry dont worry\MVI_6496.MP4,True,25.0,97.0,3.88,1920.0,1080.0
now onwards he will never hurt you,never hurt (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt (2).MP4,True,25.0,131.0,5.24,1920.0,1080.0
now onwards he will never hurt you,never hurt (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt (3).MP4,True,25.0,170.0,6.8,1920.0,1080.0
now onwards he will never hurt you,never hurt (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt (4).MP4,True,25.0,153.0,6.12,1920.0,1080.0
now onwards he will never hurt you,never hurt (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt (5).MP4,True,25.0,179.0,7.16,1920.0,1080.0
now onwards he will never hurt you,never hurt.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\now onwards he will never hurt you\never hurt.MP4,True,25.0,146.0,5.84,1920.0,1080.0
pour some more water into the glass,pour (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour (2).MP4,True,25.0,93.0,3.72,1920.0,1080.0
pour some more water into the glass,pour (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour (3).MP4,True,25.0,96.0,3.84,1920.0,1080.0
pour some more water into the glass,pour (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour (4).MP4,True,25.0,92.0,3.68,1920.0,1080.0
pour some more water into the glass,pour (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour (5).MP4,True,25.0,96.0,3.84,1920.0,1080.0
pour some more water into the glass,pour.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\pour some more water into the glass\pour.MP4,True,25.0,100.0,4.0,1920.0,1080.0
prepare the bed,bed (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed (2).MP4,True,25.0,96.0,3.84,1920.0,1080.0
prepare the bed,bed (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed (3).MP4,True,25.0,145.0,5.8,1920.0,1080.0
prepare the bed,bed (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed (4).MP4,True,25.0,110.0,4.4,1920.0,1080.0
prepare the bed,bed (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed (5).MP4,True,25.0,120.0,4.8,1920.0,1080.0
prepare the bed,bed.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\prepare the bed\bed.MP4,True,25.0,115.0,4.6,1920.0,1080.0
serve the food,serve (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve (2).MP4,True,25.0,113.0,4.52,1920.0,1080.0
serve the food,serve (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve (3).MP4,True,25.0,166.0,6.64,1920.0,1080.0
serve the food,serve (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve (4).MP4,True,25.0,125.0,5.0,1920.0,1080.0
serve the food,serve (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve (5).MP4,True,25.0,112.0,4.48,1920.0,1080.0
serve the food,serve 1.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve 1.MP4,True,25.0,142.0,5.68,1920.0,1080.0
serve the food,serve food.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve food.MP4,True,25.0,120.0,4.8,1920.0,1080.0
serve the food,serve.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\serve the food\serve.MP4,True,25.0,126.0,5.04,1920.0,1080.0
shall we go outside,MVI_6498.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\MVI_6498.MP4,True,25.0,92.0,3.68,1920.0,1080.0
shall we go outside,outside (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\outside (2).MP4,True,25.0,107.0,4.28,1920.0,1080.0
shall we go outside,outside (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\outside (3).MP4,True,25.0,97.0,3.88,1920.0,1080.0
shall we go outside,outside (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\outside (4).MP4,True,25.0,122.0,4.88,1920.0,1080.0
shall we go outside,outside.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\shall we go outside\outside.MP4,True,25.0,108.0,4.32,1920.0,1080.0
speak softly,softly (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly (2).MP4,True,25.0,82.0,3.28,1920.0,1080.0
speak softly,softly (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly (3).MP4,True,25.0,101.0,4.04,1920.0,1080.0
speak softly,softly (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly (4).MP4,True,25.0,84.0,3.36,1920.0,1080.0
speak softly,softly (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly (5).MP4,True,25.0,75.0,3.0,1920.0,1080.0
speak softly,softly 1.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly 1.MP4,True,25.0,90.0,3.6,1920.0,1080.0
speak softly,softly.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\speak softly\softly.MP4,True,25.0,89.0,3.56,1920.0,1080.0
take care of yourself,Take care (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\Take care (2).MP4,True,25.0,99.0,3.96,1920.0,1080.0
take care of yourself,take care (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care (3).MP4,True,25.0,121.0,4.84,1920.0,1080.0
take care of yourself,take care (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care (4).MP4,True,25.0,102.0,4.08,1920.0,1080.0
take care of yourself,take care (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care (5).MP4,True,25.0,120.0,4.8,1920.0,1080.0
take care of yourself,take care.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\take care of yourself\take care.MP4,True,25.0,130.0,5.2,1920.0,1080.0
tell me truth,truth (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\truth (2).MP4,True,25.0,84.0,3.36,1920.0,1080.0
tell me truth,truth (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\truth (3).MP4,True,25.0,73.0,2.92,1920.0,1080.0
tell me truth,truth (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\truth (4).MP4,True,25.0,81.0,3.24,1920.0,1080.0
tell me truth,truth.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\tell me truth\truth.MP4,True,25.0,77.0,3.08,1920.0,1080.0
thank you so much,thank you so much (1).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\thank you so much\thank you so much (1).MP4,True,25.0,108.0,4.32,1920.0,1080.0
thank you so much,thank you so much (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\thank you so much\thank you so much (3).MP4,True,25.0,98.0,3.92,1920.0,1080.0
